GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Sat_evidence,Ref_scientific,Ref_scientific_full,Ref_other,Remarks,year_best,year_precision,event_date,Lives_total_note,Lives_total_is_minimum,Livestock_note,Livestock_is_minimum,Residential_destroyed_note,Residential_destroyed_is_minimum,Commerical_destroyed_note,Commerical_destroyed_is_minimum,Residential_damaged_note,Commerical_damaged_note,Agricultural_note,Agricultural_is_minimum,Hydropower_note,Lake_name_is_placeholder,Glacier_name_is_placeholder,Driver_GLOF_terms,Driver_GLOF_n,Mechanism_terms,Mechanism_n
618,,,,,Unnamed,Unnamed,GL086422E27932N,"2, 3, 4",G086421E27915N,27.9319,86.4225,4987,28.04068,86.32168,3290.0,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Rongxia,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
619,,,,,Unnamed,Unnamed,GL086433E27939N,"2, 3, 4",G086475E27977N,27.9384,86.4324,5051,28.04068,86.32168,3290.0,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Rongxia,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
620,,,,,Unnamed,Unnamed,GL086434E27929N,"2, 3, 4",G086449E27920N,27.93,86.4335,5031,28.04068,86.32168,3290.0,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Rongxia,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
621,,,,,Unnamed,Unnamed,GL086456E28064N,"2, 3, 4",G086465E28066N,28.064,86.4559,5216,28.059,86.452,5111.0,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Rongxia,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
622,,,,,Unnamed,Yanong,GL086548E28133N,"2, 3, 4",G086558E28135N,28.1332,86.5481,5251,28.128,86.546,5100.0,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Rongxia,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
623,,,,,Unnamed,Unnamed,GL086590E27781N,"3,4",G086575E27781N,27.7812,86.5898,5065,27.779,86.592,4978.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
624,,,,,Unnamed,Unnamed,GL086745E27921N,"2, 3, 4",G086754E27920N,27.9205,86.7452,4883,27.91,86.721,4304.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
625,,,,,Unnamed,Unnamed,GL086778E27952N,"2, 3, 4",G086792E27954N,27.9518,86.7779,5012,27.95,86.774,4926.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
626,,,,,Unnamed,Unnamed,GL086816E43186N,"2, 3, 4",G086813E43183N,43.185982,86.816313,3652,43.194,86.82,3485.0,Deposit,Moraine dammed,N,N,13_4,2,China,Xinjiang,Dzungarian,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
627,,,,,Unnamed,Unnamed,Not mapped,,G086880E27720N,27.737,86.8722,4733,27.737,86.869,4650.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
628,,,,,Chokarma Tsho,Unnamed,GL086922E27899N,,G086929E27916N,27.905695,86.912203,5016,,,,,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,Unknown,Unknown,Moraine collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Mool, Bajracharya and Joshi, 2001; Ives, Shrestha and Mool, 2010; ICIMOD, 2011; Nie et al., 2018)","Mool, P.K., Bajracharya, S.R., Joshi, S.P., 2001. Inventory of Glaciers, Glacial Lakes and Glacial Lake Outburst Floods. ICIMOD, Kathmandu, Nepal; Ives, J.D., Shrestha, R.B., Mool, P.K., 2010. Formation of Glacial Lakes in the Hindu Kush-Himalayas and GLOF Risk Assessment. ICIMOD, Kathmandu, Nepal; ICIMOD, 2011. Glacial Lakes and Glacial Lake Outburst Floods in Nepal. ICIMOD; Nie, Y., Liu, Q., Wang, J., Zhang, Y., Sheng, Y., Liu, S., 2018. An inventory of historical glacial lake outburst floods in the Himalayas based on remote sensing observations and geomorphological analysis. Geomorphology 308, 91–106. https://doi.org/10.1016/j.geomorph.2018.02.002",,,,unknown,,,False,,False,,False,,False,,,,False,,False,True,['Unknown'],1,['Moraine collapse'],1
629,,,,,Unnamed,Unnamed,Not mapped,,G086975E27756N,27.754,86.9438,4943,27.758,86.938,4778.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
630,,,,,Unknown,Unnamed,No lake,,G086961E27810N,27.8101,86.9568,5541,27.801,86.945,5088.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
631,,,,,Unnamed,Unnamed,GL086966E27799N,"2, 3, 4",G086994E27810N,27.799,86.966,5400,27.766,86.938,4820.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
632,,,,,Barun,Barun,GL087082E27845N,"2, 3, 4",G087096E27862N,27.843,87.081,4847,27.804,87.082,4674.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Arun,Unknown,Unknown,Moraine collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Mool, Bajracharya and Joshi, 2001; Ives, Shrestha and Mool, 2010; ICIMOD, 2011)","Mool, P.K., Bajracharya, S.R., Joshi, S.P., 2001. Inventory of Glaciers, Glacial Lakes and Glacial Lake Outburst Floods. ICIMOD, Kathmandu, Nepal; Ives, J.D., Shrestha, R.B., Mool, P.K., 2010. Formation of Glacial Lakes in the Hindu Kush-Himalayas and GLOF Risk Assessment. ICIMOD, Kathmandu, Nepal; ICIMOD, 2011. Glacial Lakes and Glacial Lake Outburst Floods in Nepal. ICIMOD",,,,unknown,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Moraine collapse'],1
633,,,,,Barun,Barun,GL087095E27829N,"2, 3, 4",G087107E27844N,27.829,87.094807,4847,27.804,87.082,4674.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Arun,Unknown,Unknown,Moraine collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Mool, Bajracharya and Joshi, 2001; Ives, Shrestha and Mool, 2010; ICIMOD, 2011)","Mool, P.K., Bajracharya, S.R., Joshi, S.P., 2001. Inventory of Glaciers, Glacial Lakes and Glacial Lake Outburst Floods. ICIMOD, Kathmandu, Nepal; Ives, J.D., Shrestha, R.B., Mool, P.K., 2010. Formation of Glacial Lakes in the Hindu Kush-Himalayas and GLOF Risk Assessment. ICIMOD, Kathmandu, Nepal; ICIMOD, 2011. Glacial Lakes and Glacial Lake Outburst Floods in Nepal. ICIMOD",,,,unknown,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Moraine collapse'],1
634,,,,,Unnamed,Unnamed,GL087130E27803N,"3, 4",G087134E27819N,27.8018,87.1283,4613,27.792,87.145,4109.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Arun,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
635,,,,,Unnamed,Unnamed,GL087230E29641N,4,G087229E29634N,29.640349,87.230561,5633,29.639,87.233,5585.0,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Dogxung Zangbo,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
636,,,,,Unknown,Unnamed,Ephemeral,,G087619E27824N,27.8317,87.6256,5219,27.831,87.622,5115.0,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Pumqu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
637,,,,,Unnamed,Unnamed,GL087629E27672N,"3, 4",G087620E27670N,27.672,87.6299,4874,27.66837,87.63248,4781.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Tamor,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
638,,,,,Unknown,Unnamed,Ephemeral,,G087845E27882N,27.8835,87.8298,5114,27.87,87.817,4579.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Tamor,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
639,Before 1962,,,,Jaritar,Sharphu,Ephemeral,,G087899E27761N,27.769867,87.87497,4360,27.75107,87.8617,3900.0,Deposit,Supraglacial,Y,N,15_2,11,Nepal,Koshi,Tamor,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Byers et al., 2020)","Byers, A.C., Chand, M.B., Lala, J., Shrestha, M., Byers, E.A., Watanabe, T., 2020. Reconstructing the History of Glacial Lake Outburst Floods (GLOF) in the Kanchenjunga Conservation Area, East Nepal: An Interdisciplinary Approach. Sustainability 12, 5407. https://doi.org/10.3390/su12135407",,,1962.0,before,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
640,,,,,Unnamed,Unnamed,Not mapped,,G087906E27706N,27.7047,87.8952,4640,27.705,87.891,4474.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Tamor,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
641,,,,,Unnamed,Unnamed,Not mapped,,G087923E27781N,27.7827,87.9362,4847,27.777,87.942,4760.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Tamor,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
642,Before 1962,,,,Khangpachen,Ramdan,Ephemeral,,G088084E27730N,27.766255,88.02664,4780,,,,,Supraglacial,Y,N,15_2,11,Nepal,Koshi,Tamor,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Byers et al., 2020)","Byers, A.C., Chand, M.B., Lala, J., Shrestha, M., Byers, E.A., Watanabe, T., 2020. Reconstructing the History of Glacial Lake Outburst Floods (GLOF) in the Kanchenjunga Conservation Area, East Nepal: An Interdisciplinary Approach. Sustainability 12, 5407. https://doi.org/10.3390/su12135407",,,1962.0,before,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
643,,,,,Unnamed,Unnamed,GL088078E27835N,"2, 3, 4",G088072E27848N,27.8349,88.0787,5645,27.828,88.084,5446.0,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Tamor,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
644,1992-1993,,,,Unknown,Unnamed,Ephemeral,,G088110E27587N,27.564916,88.107834,4727,27.54,88.135,4210.0,Deposit,Supraglacial,N,N,15_2,12,India,Sikkim,East Rathong,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Veh et al., 2019)","Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379–383. https://doi.org/10.1038/s41558-019-0437-5",,,1992.0,range,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
645,,,,,Unnamed,Unnamed,GL088185E27602N,"2, 3, 4",G088171E27606N,27.6017,88.1858,4805,27.58292,88.18876,4580.0,Deposit,Moraine dammed,N,N,15_2,12,India,Sikkim,East Rathong,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
646,,,,,South Lhonak,South Lhonak,GL088199E27913N,"2, 3, 4",G088155E27898N,27.913,88.1981,5203,27.896,88.28,4864.0,Deposit,Moraine dammed,N,Y,15_2,12,India,Sikkim,Zemu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
647,,,,,Unnamed,Unnamed,Not mapped,,G088234E27868N,27.859,88.2373,5420,27.85548,88.23737,5315.0,Deposit,Moraine dammed,N,N,15_2,12,India,Sikkim,Zemu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
648,,,,,Unnamed,Unnamed,GL088267E27937N,"2, 3, 4",G088261E27938N,27.9352,88.2708,5214,27.936,88.274,5130.0,Deposit,Moraine dammed,N,N,15_2,12,India,Sikkim,Zemu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
649,,,,,Unnamed,Unnamed,GL088300E29849N,"2, 3, 4",G088300E29848N,29.850165,88.298174,5715,29.913,88.257,4710.0,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Dogxung Zangbo,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
650,,,,,Unnamed,Unknown,GL088309E29782N,4,No glacier,29.782404,88.308976,5672,29.782,88.322,5415.0,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Yarlung Zangbo,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
651,,,,,Unnamed,Unnamed,GL088365E29874N,"2, 3, 4",G088360E29877N,29.873545,88.364841,5716,29.853,88.38,5255.0,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Yarlung Zangbo,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
652,,,,,Unnamed,Unnamed,GL088494E28007N,"2, 3, 4",G088523E28019N,28.0057,88.4931,5029,27.99648,88.47928,4860.0,Deposit,Moraine dammed,N,N,15_2,12,India,Sikkim,Zemu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
